2432,2152,1820,1917,1770,1740,1570,1548
2530,2152,1836,1820,1770,1740,1570,1531
2432,2152,1836,1856,1840,1740,1570,1531
2432,2058,1836,1856,1840,1740,1667,1531
2432,2058,1836,1856,1817,1740,1687,1531
2432,2058,1836,1800,1865,1740,1687,1531
2336,2058,1836,1800,1959,1740,1687,1531
